gene_symbol,mean_coef,median_coef,abs_mean_coef,nonzero_frac,in_clingen_hcvd
LINC00470,0.0,0.0,0.0,0.0,False
EMILIN2,0.0,0.0,0.0,0.0,False
SLX1A,0.0,0.0,0.0,0.0,False
ARFIP2,0.0,0.0,0.0,0.0,False
TRIM5,0.0,0.0,0.0,0.0,False
CNGA4,0.0,0.0,0.0,0.0,False
RRP8,0.0,0.0,0.0,0.0,False
TIMM10B,0.0,0.0,0.0,0.0,False
EFR3A,0.0,0.0,0.0,0.0,False
HHLA1,0.0,0.0,0.0,0.0,False
PTCD3,0.0,0.0,0.0,0.0,False
IMMT,0.0,0.0,0.0,0.0,False
MRPL35,0.0,0.0,0.0,0.0,False
IQCA1,0.0,0.0,0.0,0.0,False
ILKAP,0.0,0.0,0.0,0.0,False
PER2,0.0,0.0,0.0,0.0,False
RAMP1,0.0,0.0,0.0,0.0,False
SCLY,0.0,0.0,0.0,0.0,False
PTPRE,0.0,0.0,0.0,0.0,False
RAN,0.0,0.0,0.0,0.0,False
PRKAA1,0.0,0.0,0.0,0.0,False
CARD6,0.0,0.0,0.0,0.0,False
RAP1GAP2,0.0,0.0,0.0,0.0,False
INPP5K,0.0,0.0,0.0,0.0,False
MYBBP1A,0.0,0.0,0.0,0.0,False
RPA1,0.0,0.0,0.0,0.0,False
UBE2G1,0.0,0.0,0.0,0.0,False
EEFSEC,0.0,0.0,0.0,0.0,False
TBC1D14,0.0,0.0,0.0,0.0,False
TMEM128,0.0,0.0,0.0,0.0,False
COQ3,0.0,0.0,0.0,0.0,False
PNISR,0.0,0.0,0.0,0.0,False
POPDC3,0.0,0.0,0.0,0.0,False
SEC61G,0.0,0.0,0.0,0.0,False
LANCL2,0.0,0.0,0.0,0.0,False
FIGNL1,0.0,0.0,0.0,0.0,False
DDC,0.0,0.0,0.0,0.0,False
GRSF1,0.0,0.0,0.0,0.0,False
ENAM,0.0,0.0,0.0,0.0,False
ANKRD17,0.0,0.0,0.0,0.0,False
UTP3,0.0,0.0,0.0,0.0,False
WBP2,0.0,0.0,0.0,0.0,False
H3-3B,0.0,0.0,0.0,0.0,False
UNK,0.0,0.0,0.0,0.0,False
TRIM47,0.0,0.0,0.0,0.0,False
ZRANB2,0.0,0.0,0.0,0.0,False
EIF5A,0.0,0.0,0.0,0.0,False
KDM6B,0.0,0.0,0.0,0.0,False
CLEC10A,0.0,0.0,0.0,0.0,False
SLC52A1,0.0,0.0,0.0,0.0,False
GUCY2D,0.0,0.0,0.0,0.0,False
GPS2,0.0,0.0,0.0,0.0,False
XAF1,0.0,0.0,0.0,0.0,False
DLG4,0.0,0.0,0.0,0.0,False
RIDA,0.0,0.0,0.0,0.0,False
VPS13B,0.0,0.0,0.0,0.0,False
RGS22,0.0,0.0,0.0,0.0,False
MATN2,0.0,0.0,0.0,0.0,False
REEP2,0.0,0.0,0.0,0.0,False
PCBD2,0.0,0.0,0.0,0.0,False
SDF2,0.0,0.0,0.0,0.0,False
FLOT2,0.0,0.0,0.0,0.0,False
ERAL1,0.0,0.0,0.0,0.0,False
PRMT7,0.0,0.0,0.0,0.0,False
NIP7,0.0,0.0,0.0,0.0,False
TERF2,0.0,0.0,0.0,0.0,False
VPS4A,0.0,0.0,0.0,0.0,False
HSPA12B,0.0,0.0,0.0,0.0,False
ANKEF1,0.0,0.0,0.0,0.0,False
PCED1A,0.0,0.0,0.0,0.0,False
SNAP25,0.0,0.0,0.0,0.0,False
BTBD3,0.0,0.0,0.0,0.0,False
PCNA,0.0,0.0,0.0,0.0,False
NXT1,0.0,0.0,0.0,0.0,False
POLR3F,0.0,0.0,0.0,0.0,False
RIN2,0.0,0.0,0.0,0.0,False
PTPRA,0.0,0.0,0.0,0.0,False
SSTR4,0.0,0.0,0.0,0.0,False
DAP3,0.0,0.0,0.0,0.0,False
RHBG,0.0,0.0,0.0,0.0,False
KHDC4,0.0,0.0,0.0,0.0,False
ATP1A4,0.0,0.0,0.0,0.0,False
BCAN,0.0,0.0,0.0,0.0,False
CRP,0.0,0.0,0.0,0.0,False
ARHGEF11,0.0,0.0,0.0,0.0,False
RAB25,0.0,0.0,0.0,0.0,False
HAPLN2,0.0,0.0,0.0,0.0,False
FCRL2,0.0,0.0,0.0,0.0,False
DCAF8,0.0,0.0,0.0,0.0,False
SYT11,0.0,0.0,0.0,0.0,False
IGHMBP2,0.0,0.0,0.0,0.0,False
ACY3,0.0,0.0,0.0,0.0,False
ALDH3B2,0.0,0.0,0.0,0.0,False
TESMIN,0.0,0.0,0.0,0.0,False
MMACHC,0.0,0.0,0.0,0.0,False
DPH2,0.0,0.0,0.0,0.0,False
TOE1,0.0,0.0,0.0,0.0,False
NASP,0.0,0.0,0.0,0.0,False
MUTYH,0.0,0.0,0.0,0.0,False
CTNNBL1,0.0,0.0,0.0,0.0,False
LPIN3,0.0,0.0,0.0,0.0,False
ZSWIM3,0.0,0.0,0.0,0.0,False
VSTM2L,0.0,0.0,0.0,0.0,False
OSER1,0.0,0.0,0.0,0.0,False
SERINC3,0.0,0.0,0.0,0.0,False
PPP1R3D,0.0,0.0,0.0,0.0,False
ENSG00000132832,0.0,0.0,0.0,0.0,False
DMGDH,0.0,0.0,0.0,0.0,False
BHMT2,0.0,0.0,0.0,0.0,False
AP3B1,0.0,0.0,0.0,0.0,False
ZBED3,0.0,0.0,0.0,0.0,False
PATJ,0.0,0.0,0.0,0.0,False
KANK4,0.0,0.0,0.0,0.0,False
ANGPTL3,0.0,0.0,0.0,0.0,False
SYT4,0.0,0.0,0.0,0.0,False
SLC14A2,0.0,0.0,0.0,0.0,False
FBXO44,0.0,0.0,0.0,0.0,False
CPLANE2,0.0,0.0,0.0,0.0,False
CASP9,0.0,0.0,0.0,0.0,False
NMUR2,0.0,0.0,0.0,0.0,False
DCTN4,0.0,0.0,0.0,0.0,False
PDE6A,0.0,0.0,0.0,0.0,False
ATP8A2,0.0,0.0,0.0,0.0,False
MTUS2,0.0,0.0,0.0,0.0,False
ZMYM5,0.0,0.0,0.0,0.0,False
USPL1,0.0,0.0,0.0,0.0,False
XPO4,0.0,0.0,0.0,0.0,False
TPTE2,0.0,0.0,0.0,0.0,False
POMP,0.0,0.0,0.0,0.0,False
CDK8,0.0,0.0,0.0,0.0,False
HMGB1P5,0.0,0.0,0.0,0.0,False
RNF17,0.0,0.0,0.0,0.0,False
GPR12,0.0,0.0,0.0,0.0,False
CHRM3,0.0,0.0,0.0,0.0,False
MYH8,0.0,0.0,0.0,0.0,False
MYH10,0.0,0.0,0.0,0.0,False
PEMT,0.0,0.0,0.0,0.0,False
SCO1,0.0,0.0,0.0,0.0,False
MYBPH,0.0,0.0,0.0,0.0,False
PIK3C2B,0.0,0.0,0.0,0.0,False
DSTYK,0.0,0.0,0.0,0.0,False
CHIT1,0.0,0.0,0.0,0.0,False
SLC41A1,0.0,0.0,0.0,0.0,False
LGR6,0.0,0.0,0.0,0.0,False
TMCC2,0.0,0.0,0.0,0.0,False
DCLK1,0.0,0.0,0.0,0.0,False
CCNA1,0.0,0.0,0.0,0.0,False
COG6,0.0,0.0,0.0,0.0,False
SPART,0.0,0.0,0.0,0.0,False
RXFP2,0.0,0.0,0.0,0.0,False
EPSTI1,0.0,0.0,0.0,0.0,False
TRPC4,0.0,0.0,0.0,0.0,False
RFXAP,0.0,0.0,0.0,0.0,False
GPALPP1,0.0,0.0,0.0,0.0,False
STOML3,0.0,0.0,0.0,0.0,False
KL,0.0,0.0,0.0,0.0,False
RFC3,0.0,0.0,0.0,0.0,False
STARD13,0.0,0.0,0.0,0.0,False
IRS4,0.0,0.0,0.0,0.0,False
MORC4,0.0,0.0,0.0,0.0,False
BEX2,0.0,0.0,0.0,0.0,False
RNF128,0.0,0.0,0.0,0.0,False
GNG5P2,0.0,0.0,0.0,0.0,False
TBC1D8B,0.0,0.0,0.0,0.0,False
TCEAL4,0.0,0.0,0.0,0.0,False
FAM104A,0.0,0.0,0.0,0.0,False
SLC39A11,0.0,0.0,0.0,0.0,False
EPHB2,0.0,0.0,0.0,0.0,False
SRRM1,0.0,0.0,0.0,0.0,False
PRAM1,0.0,0.0,0.0,0.0,False
KMT5C,0.0,0.0,0.0,0.0,False
ZNF414,0.0,0.0,0.0,0.0,False
PDE6B,0.0,0.0,0.0,0.0,False
HSPBP1,0.0,0.0,0.0,0.0,False
CSNK1G2,0.0,0.0,0.0,0.0,False
SLF1,0.0,0.0,0.0,0.0,False
CNDP2,0.0,0.0,0.0,0.0,False
MACROD1,0.0,0.0,0.0,0.0,False
WDR74,0.0,0.0,0.0,0.0,False
LGALS12,0.0,0.0,0.0,0.0,False
RTN3,0.0,0.0,0.0,0.0,False
PLAAT4,0.0,0.0,0.0,0.0,False
PLAAT2,0.0,0.0,0.0,0.0,False
MYH11,0.0,0.0,0.0,0.0,True
CEP20,0.0,0.0,0.0,0.0,False
MED10,0.0,0.0,0.0,0.0,False
PDZD2,0.0,0.0,0.0,0.0,False
MORC2,0.0,0.0,0.0,0.0,False
LARGE1,0.0,0.0,0.0,0.0,False
GSTT2B,0.0,0.0,0.0,0.0,False
SLC2A11,0.0,0.0,0.0,0.0,False
C1QTNF6,0.0,0.0,0.0,0.0,False
GGT2P,0.0,0.0,0.0,0.0,False
FAM83F,0.0,0.0,0.0,0.0,False
SEC14L4,0.0,0.0,0.0,0.0,False
ZDHHC8P1,0.0,0.0,0.0,0.0,False
ADCK2,0.0,0.0,0.0,0.0,False
MKRN1,0.0,0.0,0.0,0.0,False
AGAP3,0.0,0.0,0.0,0.0,False
KRBA1,0.0,0.0,0.0,0.0,False
ZNF767P,0.0,0.0,0.0,0.0,False
ACTR3B,0.0,0.0,0.0,0.0,False
NTS,0.0,0.0,0.0,0.0,False
BTG1,0.0,0.0,0.0,0.0,False
LRRIQ1,0.0,0.0,0.0,0.0,False
C12ORF29,0.0,0.0,0.0,0.0,False
SFTPD,0.0,0.0,0.0,0.0,False
DYDC2,0.0,0.0,0.0,0.0,False
TMEM254,0.0,0.0,0.0,0.0,False
TMTC1,0.0,0.0,0.0,0.0,False
KRAS,0.0,0.0,0.0,0.0,False
IPO8,0.0,0.0,0.0,0.0,False
LARS1,0.0,0.0,0.0,0.0,False
SPINK5,0.0,0.0,0.0,0.0,False
IMPA1,0.0,0.0,0.0,0.0,False
LRRCC1,0.0,0.0,0.0,0.0,False
E2F5,0.0,0.0,0.0,0.0,False
CA1,0.0,0.0,0.0,0.0,False
CCDC59,0.0,0.0,0.0,0.0,False
SWAP70,0.0,0.0,0.0,0.0,False
ARNTL,0.0,0.0,0.0,0.0,False
LYVE1,0.0,0.0,0.0,0.0,False
AMPD3,0.0,0.0,0.0,0.0,False
SBF2,0.0,0.0,0.0,0.0,False
RRAS2,0.0,0.0,0.0,0.0,False
HSD17B4,0.0,0.0,0.0,0.0,False
ZFC3H1,0.0,0.0,0.0,0.0,False
TEX15,0.0,0.0,0.0,0.0,False
SARAF,0.0,0.0,0.0,0.0,False
RNF122,0.0,0.0,0.0,0.0,False
DUSP26,0.0,0.0,0.0,0.0,False
DPF2,0.0,0.0,0.0,0.0,False
MEN1,0.0,0.0,0.0,0.0,False
ERG28,0.0,0.0,0.0,0.0,False
GSC,0.0,0.0,0.0,0.0,False
DGLUCY,0.0,0.0,0.0,0.0,False
UNC79,0.0,0.0,0.0,0.0,False
NUMB,0.0,0.0,0.0,0.0,False
CATSPERB,0.0,0.0,0.0,0.0,False
VRTN,0.0,0.0,0.0,0.0,False
COX16,0.0,0.0,0.0,0.0,False
TTC9,0.0,0.0,0.0,0.0,False
MED6,0.0,0.0,0.0,0.0,False
EIF2S1,0.0,0.0,0.0,0.0,False
ADAM20,0.0,0.0,0.0,0.0,False
ELP3,0.0,0.0,0.0,0.0,False
PEBP4,0.0,0.0,0.0,0.0,False
ADAMDEC1,0.0,0.0,0.0,0.0,False
CTIF,0.0,0.0,0.0,0.0,False
MRO,0.0,0.0,0.0,0.0,False
MBD2,0.0,0.0,0.0,0.0,False
IER3IP1,0.0,0.0,0.0,0.0,False
MRPS36,0.0,0.0,0.0,0.0,False
CCNB1,0.0,0.0,0.0,0.0,False
CDK7,0.0,0.0,0.0,0.0,False
CD180,0.0,0.0,0.0,0.0,False
IRAK2,0.0,0.0,0.0,0.0,False
CAMK1,0.0,0.0,0.0,0.0,False
THUMPD3,0.0,0.0,0.0,0.0,False
VHL,0.0,0.0,0.0,0.0,False
BHLHE40,0.0,0.0,0.0,0.0,False
ARL8B,0.0,0.0,0.0,0.0,False
EDEM1,0.0,0.0,0.0,0.0,False
CNTN6,0.0,0.0,0.0,0.0,False
CHL1,0.0,0.0,0.0,0.0,False
DPH6,0.0,0.0,0.0,0.0,False
KATNBL1,0.0,0.0,0.0,0.0,False
EMC7,0.0,0.0,0.0,0.0,False
TRPM1,0.0,0.0,0.0,0.0,False
GNAT2,0.0,0.0,0.0,0.0,False
GSTM1,0.0,0.0,0.0,0.0,False
PRPF38B,0.0,0.0,0.0,0.0,False
REG4,0.0,0.0,0.0,0.0,False
TSPAN2,0.0,0.0,0.0,0.0,False
TSHB,0.0,0.0,0.0,0.0,False
GSTM5,0.0,0.0,0.0,0.0,False
GSTM3,0.0,0.0,0.0,0.0,False
SYT6,0.0,0.0,0.0,0.0,False
VAV3,0.0,0.0,0.0,0.0,False
CHIA,0.0,0.0,0.0,0.0,False
PSRC1,0.0,0.0,0.0,0.0,False
HMGCS2,0.0,0.0,0.0,0.0,False
PTPN22,0.0,0.0,0.0,0.0,False
SORT1,0.0,0.0,0.0,0.0,False
WNT2B,0.0,0.0,0.0,0.0,False
LAMTOR5,0.0,0.0,0.0,0.0,False
TRIM45,0.0,0.0,0.0,0.0,False
CEPT1,0.0,0.0,0.0,0.0,False
CD101,0.0,0.0,0.0,0.0,False
VTCN1,0.0,0.0,0.0,0.0,False
NGF,0.0,0.0,0.0,0.0,False
AP4B1,0.0,0.0,0.0,0.0,False
NAPG,0.0,0.0,0.0,0.0,False
SPIRE1,0.0,0.0,0.0,0.0,False
PPHLN1,0.0,0.0,0.0,0.0,False
FKBP11,0.0,0.0,0.0,0.0,False
ARF3,0.0,0.0,0.0,0.0,False
TMEM106C,0.0,0.0,0.0,0.0,False
PLEKHA8P1,0.0,0.0,0.0,0.0,False
YWHAQ,0.0,0.0,0.0,0.0,False
KIDINS220,0.0,0.0,0.0,0.0,False
GRHL1,0.0,0.0,0.0,0.0,False
ROCK2,0.0,0.0,0.0,0.0,False
RSAD2,0.0,0.0,0.0,0.0,False
MYCN,0.0,0.0,0.0,0.0,False
LPIN1,0.0,0.0,0.0,0.0,False
CMPK2,0.0,0.0,0.0,0.0,False
IAH1,0.0,0.0,0.0,0.0,False
LDHA,0.0,0.0,0.0,0.0,False
SAA2,0.0,0.0,0.0,0.0,False
ANO3,0.0,0.0,0.0,0.0,False
CFHR4,0.0,0.0,0.0,0.0,False
CDC73,0.0,0.0,0.0,0.0,False
TIMM17A,0.0,0.0,0.0,0.0,False
CRB1,0.0,0.0,0.0,0.0,False
CFHR5,0.0,0.0,0.0,0.0,False
ERN2,0.0,0.0,0.0,0.0,False
RAX,0.0,0.0,0.0,0.0,False
NARS1,0.0,0.0,0.0,0.0,False
GRP,0.0,0.0,0.0,0.0,False
RELCH,0.0,0.0,0.0,0.0,False
FBH1,0.0,0.0,0.0,0.0,False
RBM17,0.0,0.0,0.0,0.0,False
IL2RA,0.0,0.0,0.0,0.0,False
ANKRD16,0.0,0.0,0.0,0.0,False
ECHDC3,0.0,0.0,0.0,0.0,False
IL15RA,0.0,0.0,0.0,0.0,False
CCNH,0.0,0.0,0.0,0.0,False
HRH4,0.0,0.0,0.0,0.0,False
TMEM241,0.0,0.0,0.0,0.0,False
KCTD1,0.0,0.0,0.0,0.0,False
CABLES1,0.0,0.0,0.0,0.0,False
SOX5,0.0,0.0,0.0,0.0,False
RERG,0.0,0.0,0.0,0.0,False
SLCO1B1,0.0,0.0,0.0,0.0,False
KLRD1,0.0,0.0,0.0,0.0,False
KLRC1,0.0,0.0,0.0,0.0,False
SPX,0.0,0.0,0.0,0.0,False
PRH2,0.0,0.0,0.0,0.0,False
DDB2,0.0,0.0,0.0,0.0,False
ACP2,0.0,0.0,0.0,0.0,False
USP26,0.0,0.0,0.0,0.0,False
RAB33A,0.0,0.0,0.0,0.0,False
SOX3,0.0,0.0,0.0,0.0,False
RBMX2,0.0,0.0,0.0,0.0,False
STK26,0.0,0.0,0.0,0.0,False
FOLH1B,0.0,0.0,0.0,0.0,False
PIWIL4,0.0,0.0,0.0,0.0,False
MTNR1B,0.0,0.0,0.0,0.0,False
PUM1,0.0,0.0,0.0,0.0,False
SPOCD1,0.0,0.0,0.0,0.0,False
YARS1,0.0,0.0,0.0,0.0,False
PHC2,0.0,0.0,0.0,0.0,False
CDCA8,0.0,0.0,0.0,0.0,False
GNL2,0.0,0.0,0.0,0.0,False
AGO4,0.0,0.0,0.0,0.0,False
HOOK1,0.0,0.0,0.0,0.0,False
CYP2J2,0.0,0.0,0.0,0.0,False
BTF3L4,0.0,0.0,0.0,0.0,False
TUT4,0.0,0.0,0.0,0.0,False
PRPF38A,0.0,0.0,0.0,0.0,False
DSG3,0.0,0.0,0.0,0.0,False
RNF138,0.0,0.0,0.0,0.0,False
ELP2,0.0,0.0,0.0,0.0,False
DSG1,0.0,0.0,0.0,0.0,False
DSC3,0.0,0.0,0.0,0.0,False
DSC1,0.0,0.0,0.0,0.0,False
DTNA,0.0,0.0,0.0,0.0,False
TPGS2,0.0,0.0,0.0,0.0,False
DAGLA,0.0,0.0,0.0,0.0,False
TIMM10,0.0,0.0,0.0,0.0,False
CBLIF,0.0,0.0,0.0,0.0,False
DHX34,0.0,0.0,0.0,0.0,False
APLNR,0.0,0.0,0.0,0.0,False
TMEM258,0.0,0.0,0.0,0.0,False
TCN1,0.0,0.0,0.0,0.0,False
C5AR2,0.0,0.0,0.0,0.0,False
TMEM165,0.0,0.0,0.0,0.0,False
CLOCK,0.0,0.0,0.0,0.0,False
GGACT,0.0,0.0,0.0,0.0,False
CLDN10,0.0,0.0,0.0,0.0,False
UBAC2,0.0,0.0,0.0,0.0,False
ARGLU1,0.0,0.0,0.0,0.0,False
BIVM,0.0,0.0,0.0,0.0,False
ERCC5,0.0,0.0,0.0,0.0,False
TPP2,0.0,0.0,0.0,0.0,False
POGLUT2,0.0,0.0,0.0,0.0,False
CARS2,0.0,0.0,0.0,0.0,False
ARHGAP32,0.0,0.0,0.0,0.0,False
STT3A,0.0,0.0,0.0,0.0,False
ADAMTS8,0.0,0.0,0.0,0.0,False
ACRV1,0.0,0.0,0.0,0.0,False
SLC37A2,0.0,0.0,0.0,0.0,False
KLB,0.0,0.0,0.0,0.0,False
TMED7,0.0,0.0,0.0,0.0,False
APC,0.0,0.0,0.0,0.0,False
WDR36,0.0,0.0,0.0,0.0,False
OSTF1,0.0,0.0,0.0,0.0,False
RFK,0.0,0.0,0.0,0.0,False
UBQLN1,0.0,0.0,0.0,0.0,False
NAA35,0.0,0.0,0.0,0.0,False
C9ORF40,0.0,0.0,0.0,0.0,False
CTSL,0.0,0.0,0.0,0.0,False
CEMIP2,0.0,0.0,0.0,0.0,False
AGTPBP1,0.0,0.0,0.0,0.0,False
GOLM1,0.0,0.0,0.0,0.0,False
FAM189A2,0.0,0.0,0.0,0.0,False
ISCA1,0.0,0.0,0.0,0.0,False
HAVCR2,0.0,0.0,0.0,0.0,False
CCNJL,0.0,0.0,0.0,0.0,False
TAOK3,0.0,0.0,0.0,0.0,False
USP30,0.0,0.0,0.0,0.0,False
SDS,0.0,0.0,0.0,0.0,False
MSI1,0.0,0.0,0.0,0.0,False
HNF1A,0.0,0.0,0.0,0.0,False
FBXO21,0.0,0.0,0.0,0.0,False
OASL,0.0,0.0,0.0,0.0,False
HRK,0.0,0.0,0.0,0.0,False
RNFT2,0.0,0.0,0.0,0.0,False
P2RX4,0.0,0.0,0.0,0.0,False
BICDL1,0.0,0.0,0.0,0.0,False
DTX1,0.0,0.0,0.0,0.0,False
TRAFD1,0.0,0.0,0.0,0.0,False
DMTF1,0.0,0.0,0.0,0.0,False
TMEM243,0.0,0.0,0.0,0.0,False
CCDC146,0.0,0.0,0.0,0.0,False
TMEM60,0.0,0.0,0.0,0.0,False
UGT2A3,0.0,0.0,0.0,0.0,False
UGT2B28,0.0,0.0,0.0,0.0,False
PNPLA8,0.0,0.0,0.0,0.0,False
HILPDA,0.0,0.0,0.0,0.0,False
GARIN1B,0.0,0.0,0.0,0.0,False
RINT1,0.0,0.0,0.0,0.0,False
SRPK2,0.0,0.0,0.0,0.0,False
KCP,0.0,0.0,0.0,0.0,False
TES,0.0,0.0,0.0,0.0,False
MDFIC,0.0,0.0,0.0,0.0,False
MTO1,0.0,0.0,0.0,0.0,False
ADGRB3,0.0,0.0,0.0,0.0,False
ANKRD6,0.0,0.0,0.0,0.0,False
HTR1B,0.0,0.0,0.0,0.0,False
KHDC1,0.0,0.0,0.0,0.0,False
CEP162,0.0,0.0,0.0,0.0,False
SYNCRIP,0.0,0.0,0.0,0.0,False
SNX14,0.0,0.0,0.0,0.0,False
MRAP2,0.0,0.0,0.0,0.0,False
EPHA7,0.0,0.0,0.0,0.0,False
AKIRIN2,0.0,0.0,0.0,0.0,False
ORC3,0.0,0.0,0.0,0.0,False
LCA5,0.0,0.0,0.0,0.0,False
MAP3K7,0.0,0.0,0.0,0.0,False
CGA,0.0,0.0,0.0,0.0,False
GJA10,0.0,0.0,0.0,0.0,False
PRR5L,0.0,0.0,0.0,0.0,False
LMO2,0.0,0.0,0.0,0.0,False
PHF21A,0.0,0.0,0.0,0.0,False
NAT10,0.0,0.0,0.0,0.0,False
ELF5,0.0,0.0,0.0,0.0,False
PRRG4,0.0,0.0,0.0,0.0,False
CAPRIN1,0.0,0.0,0.0,0.0,False
ATP5MC2,0.0,0.0,0.0,0.0,False
DNAJC14,0.0,0.0,0.0,0.0,False
CD63,0.0,0.0,0.0,0.0,False
PRPH,0.0,0.0,0.0,0.0,False
AVIL,0.0,0.0,0.0,0.0,False
AMHR2,0.0,0.0,0.0,0.0,False
GDF11,0.0,0.0,0.0,0.0,False
GLS2,0.0,0.0,0.0,0.0,False
ITGA7,0.0,0.0,0.0,0.0,False
TESPA1,0.0,0.0,0.0,0.0,False
FAM186B,0.0,0.0,0.0,0.0,False
RDH5,0.0,0.0,0.0,0.0,False
AGAP2,0.0,0.0,0.0,0.0,False
BLOC1S1,0.0,0.0,0.0,0.0,False
KRT85,0.0,0.0,0.0,0.0,False
CDK4,0.0,0.0,0.0,0.0,False
TROAP,0.0,0.0,0.0,0.0,False
TSPAN31,0.0,0.0,0.0,0.0,False
B4GALNT1,0.0,0.0,0.0,0.0,False
TFCP2,0.0,0.0,0.0,0.0,False
COQ10A,0.0,0.0,0.0,0.0,False
FAIM2,0.0,0.0,0.0,0.0,False
PAN2,0.0,0.0,0.0,0.0,False
ESPL1,0.0,0.0,0.0,0.0,False
KRT87P,0.0,0.0,0.0,0.0,False
ZC3H10,0.0,0.0,0.0,0.0,False
HNRNPA1,0.0,0.0,0.0,0.0,False
SLC26A10,0.0,0.0,0.0,0.0,False
ACVR1B,0.0,0.0,0.0,0.0,False
MIP,0.0,0.0,0.0,0.0,False
KCNH3,0.0,0.0,0.0,0.0,False
LTV1,0.0,0.0,0.0,0.0,False
MAP7,0.0,0.0,0.0,0.0,False
CD164,0.0,0.0,0.0,0.0,False
AFG1L,0.0,0.0,0.0,0.0,False
NHSL1,0.0,0.0,0.0,0.0,False
AHI1,0.0,0.0,0.0,0.0,False
HEY2,0.0,0.0,0.0,0.0,False
PKIB,0.0,0.0,0.0,0.0,False
NMBR,0.0,0.0,0.0,0.0,False
SMPD2,0.0,0.0,0.0,0.0,False
MICAL1,0.0,0.0,0.0,0.0,False
REPS1,0.0,0.0,0.0,0.0,False
STX11,0.0,0.0,0.0,0.0,False
TEC,0.0,0.0,0.0,0.0,False
PRADC1,0.0,0.0,0.0,0.0,False
SEMA4F,0.0,0.0,0.0,0.0,False
CCT7,0.0,0.0,0.0,0.0,False
EGR4,0.0,0.0,0.0,0.0,False
RAB11FIP5,0.0,0.0,0.0,0.0,False
SMYD5,0.0,0.0,0.0,0.0,False
CCDC142,0.0,0.0,0.0,0.0,False
EMX1,0.0,0.0,0.0,0.0,False
KCNMB4,0.0,0.0,0.0,0.0,False
USP15,0.0,0.0,0.0,0.0,False
GNS,0.0,0.0,0.0,0.0,False
CPM,0.0,0.0,0.0,0.0,False
MDM2,0.0,0.0,0.0,0.0,False
KLHL36,0.0,0.0,0.0,0.0,False
BCO1,0.0,0.0,0.0,0.0,False
MPHOSPH6,0.0,0.0,0.0,0.0,False
CHST5,0.0,0.0,0.0,0.0,False
KIAA0513,0.0,0.0,0.0,0.0,False
DYNC1LI2,0.0,0.0,0.0,0.0,False
FBXL8,0.0,0.0,0.0,0.0,False
FHOD1,0.0,0.0,0.0,0.0,False
CCDC102A,0.0,0.0,0.0,0.0,False
SLC9A5,0.0,0.0,0.0,0.0,False
AGT,0.0,0.0,0.0,0.0,False
ZNF670-ZNF695,0.0,0.0,0.0,0.0,False
PCNX2,0.0,0.0,0.0,0.0,False
KCNK1,0.0,0.0,0.0,0.0,False
URB2,0.0,0.0,0.0,0.0,False
EGLN1,0.0,0.0,0.0,0.0,False
CAPN9,0.0,0.0,0.0,0.0,False
COG2,0.0,0.0,0.0,0.0,False
ABCB10,0.0,0.0,0.0,0.0,False
NTPCR,0.0,0.0,0.0,0.0,False
TAF5L,0.0,0.0,0.0,0.0,False
GLUL,0.0,0.0,0.0,0.0,False
STX6,0.0,0.0,0.0,0.0,False
RGS8,0.0,0.0,0.0,0.0,False
RNASEL,0.0,0.0,0.0,0.0,False
DHX9,0.0,0.0,0.0,0.0,False
KIAA1614,0.0,0.0,0.0,0.0,False
CEP350,0.0,0.0,0.0,0.0,False
NPL,0.0,0.0,0.0,0.0,False
PIGC,0.0,0.0,0.0,0.0,False
RC3H1,0.0,0.0,0.0,0.0,False
GPR55,0.0,0.0,0.0,0.0,False
SP110,0.0,0.0,0.0,0.0,False
MRPL44,0.0,0.0,0.0,0.0,False
CHRND,0.0,0.0,0.0,0.0,False
PAX3,0.0,0.0,0.0,0.0,False
TTLL4,0.0,0.0,0.0,0.0,False
USP37,0.0,0.0,0.0,0.0,False
HTR2B,0.0,0.0,0.0,0.0,False
SLC19A3,0.0,0.0,0.0,0.0,False
DNAJB2,0.0,0.0,0.0,0.0,False
WNT10A,0.0,0.0,0.0,0.0,False
EIF4E2,0.0,0.0,0.0,0.0,False
ARMC9,0.0,0.0,0.0,0.0,False
CAB39,0.0,0.0,0.0,0.0,False
COX5B,0.0,0.0,0.0,0.0,False
REV1,0.0,0.0,0.0,0.0,False
TSGA10,0.0,0.0,0.0,0.0,False
MFSD9,0.0,0.0,0.0,0.0,False
TMEM127,0.0,0.0,0.0,0.0,False
EDAR,0.0,0.0,0.0,0.0,False
TGFBRAP1,0.0,0.0,0.0,0.0,False
GCC2,0.0,0.0,0.0,0.0,False
MRPS9,0.0,0.0,0.0,0.0,False
GPR45,0.0,0.0,0.0,0.0,False
C2ORF49,0.0,0.0,0.0,0.0,False
ANKRD36,0.0,0.0,0.0,0.0,False
EPC2,0.0,0.0,0.0,0.0,False
ARHGEF4,0.0,0.0,0.0,0.0,False
ISCU,0.0,0.0,0.0,0.0,False
ALDH1L2,0.0,0.0,0.0,0.0,False
STAB2,0.0,0.0,0.0,0.0,False
USP44,0.0,0.0,0.0,0.0,False
SCYL2,0.0,0.0,0.0,0.0,False
PLXNC1,0.0,0.0,0.0,0.0,False
APPL2,0.0,0.0,0.0,0.0,False
PWP1,0.0,0.0,0.0,0.0,False
